dot1xPaePortCapabilities.1 = 
dot1xPaePortCapabilities.2 = 
dot1xPaePortCapabilities.3 = 
dot1xPaePortCapabilities.4 = 
dot1xPaePortCapabilities.5 = 
dot1xPaePortCapabilities.6 = 
dot1xPaePortCapabilities.7 = 
dot1xPaePortCapabilities.8 = 
dot1xPaePortCapabilities.9 = 
dot1xPaePortCapabilities.10 = 
eventLastTimeSent.2007 = 0 secs
eventLastTimeSent.2008 = 0 secs
eventLastTimeSent.2009 = 0 secs
eventLastTimeSent.2010 = 0 secs
eventLastTimeSent.2011 = 0 secs
eventLastTimeSent.2012 = 0 secs
eventLastTimeSent.2013 = 0 secs
eventLastTimeSent.2014 = 0 secs
eventLastTimeSent.2015 = 0 secs
eventLastTimeSent.2016 = 0 secs
eventLastTimeSent.2017 = 0 secs
eventLastTimeSent.2018 = 0 secs
eventLastTimeSent.2019 = 0 secs
eventLastTimeSent.2020 = 0 secs
eventLastTimeSent.2021 = 0 secs
eventLastTimeSent.2022 = 0 secs
eventLastTimeSent.2023 = 0 secs
eventLastTimeSent.2024 = 0 secs
eventLastTimeSent.2025 = 0 secs
eventLastTimeSent.2026 = 0 secs
eventLastTimeSent.2027 = 0 secs
eventLastTimeSent.2028 = 0 secs
eventLastTimeSent.2029 = 0 secs
eventLastTimeSent.2030 = 0 secs
eventLastTimeSent.2031 = 0 secs
eventLastTimeSent.2032 = 0 secs
eventLastTimeSent.2033 = 0 secs
eventLastTimeSent.2034 = 0 secs
eventLastTimeSent.2035 = 0 secs
eventLastTimeSent.2036 = 0 secs
eventLastTimeSent.2037 = 0 secs
eventLastTimeSent.2038 = 0 secs
eventLastTimeSent.2039 = 0 secs
eventLastTimeSent.2040 = 0 secs
eventLastTimeSent.2041 = 0 secs
eventLastTimeSent.2042 = 0 secs
eventLastTimeSent.2043 = 0 secs
eventLastTimeSent.2044 = 0 secs
eventLastTimeSent.2045 = 0 secs
eventLastTimeSent.2046 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2047 = 0 secs
eventLastTimeSent.2048 = 0 secs
eventLastTimeSent.2049 = 0 secs
eventLastTimeSent.2050 = 0 secs
eventLastTimeSent.2051 = 0 secs
eventLastTimeSent.2052 = 0 secs
eventLastTimeSent.2053 = 0 secs
eventLastTimeSent.2054 = 0 secs
eventLastTimeSent.2055 = 0 secs
eventLastTimeSent.2056 = 0 secs
eventLastTimeSent.2057 = 0 secs
eventLastTimeSent.2058 = 0 secs
eventLastTimeSent.2059 = 0 secs
eventLastTimeSent.2060 = 0 secs
eventLastTimeSent.2061 = 0 secs
eventLastTimeSent.2062 = 0 secs
eventLastTimeSent.2063 = 0 secs
eventLastTimeSent.2064 = 0 secs
eventLastTimeSent.2065 = 0 secs
eventLastTimeSent.2066 = 0 secs
eventLastTimeSent.2067 = 0 secs
eventLastTimeSent.2068 = 0 secs
eventLastTimeSent.2069 = 0 secs
eventLastTimeSent.2070 = 0 secs
eventLastTimeSent.2071 = 0 secs
eventLastTimeSent.2072 = 0 secs
eventLastTimeSent.2073 = 0 secs
eventLastTimeSent.2074 = 0 secs
eventLastTimeSent.2075 = 0 secs
eventLastTimeSent.2076 = 0 secs
eventLastTimeSent.2077 = 0 secs
eventLastTimeSent.2078 = 0 secs
eventLastTimeSent.2079 = 0 secs
eventLastTimeSent.2080 = 0 secs
eventLastTimeSent.2081 = 0 secs
eventLastTimeSent.2082 = 0 secs
eventLastTimeSent.2083 = 0 secs
eventLastTimeSent.2084 = 0 secs
eventLastTimeSent.2085 = 0 secs
eventLastTimeSent.2086 = 0 secs
eventLastTimeSent.2087 = 0 secs
eventLastTimeSent.2088 = 0 secs
eventLastTimeSent.2089 = 0 secs
eventLastTimeSent.2090 = 0 secs
eventLastTimeSent.2091 = 0 secs
eventLastTimeSent.2092 = 0 secs
eventLastTimeSent.2093 = 0 secs
eventLastTimeSent.2094 = 0 secs
eventLastTimeSent.2095 = 0 secs
eventLastTimeSent.2096 = 0 secs
eventLastTimeSent.2097 = 0 secs
eventLastTimeSent.2098 = 0 secs
eventLastTimeSent.2099 = 0 secs
eventLastTimeSent.2100 = 0 secs
eventLastTimeSent.2101 = 0 secs
eventLastTimeSent.2102 = 0 secs
eventLastTimeSent.2103 = 0 secs
eventLastTimeSent.2104 = 0 secs
eventLastTimeSent.2105 = 0 secs
eventLastTimeSent.2106 = 0 secs
eventLastTimeSent.2107 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2108 = 0 secs
eventLastTimeSent.2109 = 0 secs
eventLastTimeSent.2110 = 0 secs
eventLastTimeSent.2111 = 0 secs
eventLastTimeSent.2112 = 0 secs
eventLastTimeSent.2113 = 0 secs
eventLastTimeSent.2114 = 0 secs
eventLastTimeSent.2115 = 0 secs
eventLastTimeSent.2116 = 0 secs
eventLastTimeSent.2117 = 0 secs
eventLastTimeSent.2118 = 0 secs
eventLastTimeSent.2119 = 0 secs
eventLastTimeSent.2120 = 0 secs
eventLastTimeSent.2121 = 0 secs
eventLastTimeSent.2122 = 0 secs
eventLastTimeSent.2123 = 0 secs
eventLastTimeSent.2124 = 0 secs
eventLastTimeSent.2125 = 0 secs
eventLastTimeSent.2126 = 0 secs
eventLastTimeSent.2127 = 0 secs
eventLastTimeSent.2128 = 0 secs
eventLastTimeSent.2129 = 0 secs
eventLastTimeSent.2130 = 0 secs
eventLastTimeSent.2131 = 0 secs
eventLastTimeSent.2132 = 0 secs
eventLastTimeSent.2133 = 0 secs
eventLastTimeSent.2134 = 0 secs
eventLastTimeSent.2135 = 0 secs
eventLastTimeSent.2136 = 0 secs
eventLastTimeSent.2137 = 0 secs
eventLastTimeSent.2138 = 0 secs
eventLastTimeSent.2139 = 0 secs
eventLastTimeSent.2140 = 0 secs
eventLastTimeSent.2141 = 0 secs
eventLastTimeSent.2142 = 0 secs
eventLastTimeSent.2143 = 0 secs
eventLastTimeSent.2144 = 0 secs
eventLastTimeSent.2145 = 0 secs
eventLastTimeSent.2146 = 0 secs
eventLastTimeSent.2147 = 0 secs
eventLastTimeSent.2148 = 0 secs
eventLastTimeSent.2149 = 0 secs
eventLastTimeSent.2150 = 0 secs
eventLastTimeSent.2151 = 0 secs
eventLastTimeSent.2152 = 0 secs
eventLastTimeSent.2153 = 0 secs
eventLastTimeSent.2154 = 0 secs
eventLastTimeSent.2155 = 0 secs
eventLastTimeSent.2156 = 0 secs
eventLastTimeSent.2157 = 0 secs
eventLastTimeSent.2158 = 0 secs
eventLastTimeSent.2159 = 0 secs
eventLastTimeSent.2160 = 0 secs
eventLastTimeSent.2161 = 0 secs
eventLastTimeSent.2162 = 0 secs
eventLastTimeSent.2163 = 0 secs
eventLastTimeSent.2164 = 0 secs
eventLastTimeSent.2165 = 0 secs
eventLastTimeSent.2166 = 0 secs
eventLastTimeSent.2167 = 0 secs
eventLastTimeSent.2168 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2169 = 0 secs
eventLastTimeSent.2170 = 0 secs
eventLastTimeSent.2171 = 0 secs
eventLastTimeSent.2172 = 0 secs
eventLastTimeSent.2173 = 0 secs
eventLastTimeSent.2174 = 0 secs
eventLastTimeSent.2175 = 0 secs
eventLastTimeSent.2176 = 0 secs
eventLastTimeSent.2177 = 0 secs
eventLastTimeSent.2178 = 0 secs
eventLastTimeSent.2179 = 0 secs
eventLastTimeSent.2180 = 0 secs
eventLastTimeSent.2181 = 0 secs
eventLastTimeSent.2182 = 0 secs
eventLastTimeSent.2183 = 0 secs
eventLastTimeSent.2184 = 0 secs
eventLastTimeSent.2185 = 0 secs
eventLastTimeSent.2186 = 0 secs
eventLastTimeSent.2187 = 0 secs
eventLastTimeSent.2188 = 0 secs
eventLastTimeSent.2189 = 0 secs
eventLastTimeSent.2190 = 0 secs
eventLastTimeSent.2191 = 0 secs
eventLastTimeSent.2192 = 0 secs
eventLastTimeSent.2193 = 0 secs
eventLastTimeSent.2194 = 0 secs
eventLastTimeSent.2195 = 0 secs
eventLastTimeSent.2196 = 0 secs
eventLastTimeSent.2197 = 0 secs
eventLastTimeSent.2198 = 0 secs
eventLastTimeSent.2199 = 0 secs
eventLastTimeSent.2200 = 0 secs
eventLastTimeSent.2201 = 0 secs
eventLastTimeSent.2202 = 0 secs
eventLastTimeSent.2203 = 0 secs
eventLastTimeSent.2204 = 0 secs
eventLastTimeSent.2205 = 0 secs
eventLastTimeSent.2206 = 0 secs
eventLastTimeSent.2207 = 0 secs
eventLastTimeSent.2208 = 0 secs
eventLastTimeSent.2209 = 0 secs
eventLastTimeSent.2210 = 0 secs
eventLastTimeSent.2211 = 0 secs
eventLastTimeSent.2212 = 0 secs
eventLastTimeSent.2213 = 0 secs
eventLastTimeSent.2214 = 0 secs
eventLastTimeSent.2215 = 0 secs
eventLastTimeSent.2216 = 0 secs
eventLastTimeSent.2217 = 0 secs
eventLastTimeSent.2218 = 0 secs
eventLastTimeSent.2219 = 0 secs
eventLastTimeSent.2220 = 0 secs
eventLastTimeSent.2221 = 0 secs
eventLastTimeSent.2222 = 0 secs
eventLastTimeSent.2223 = 0 secs
eventLastTimeSent.2224 = 0 secs
eventLastTimeSent.2225 = 0 secs
eventLastTimeSent.2226 = 0 secs
eventLastTimeSent.2227 = 0 secs
eventLastTimeSent.2228 = 0 secs
eventLastTimeSent.2229 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2230 = 0 secs
eventLastTimeSent.2231 = 0 secs
eventLastTimeSent.2232 = 0 secs
eventLastTimeSent.2233 = 0 secs
eventLastTimeSent.2234 = 0 secs
eventLastTimeSent.2235 = 0 secs
eventLastTimeSent.2236 = 0 secs
eventLastTimeSent.2237 = 0 secs
eventLastTimeSent.2238 = 0 secs
eventLastTimeSent.2239 = 0 secs
eventLastTimeSent.2240 = 0 secs
eventLastTimeSent.2241 = 0 secs
eventLastTimeSent.2242 = 0 secs
eventLastTimeSent.2243 = 0 secs
eventLastTimeSent.2244 = 0 secs
eventLastTimeSent.2245 = 0 secs
eventLastTimeSent.2246 = 0 secs
eventLastTimeSent.2247 = 0 secs
eventLastTimeSent.2248 = 0 secs
eventLastTimeSent.2249 = 0 secs
eventLastTimeSent.2250 = 0 secs
eventLastTimeSent.2251 = 0 secs
eventLastTimeSent.2252 = 0 secs
eventLastTimeSent.2253 = 0 secs
eventLastTimeSent.2254 = 0 secs
eventLastTimeSent.2255 = 0 secs
eventLastTimeSent.2256 = 0 secs
eventLastTimeSent.2257 = 0 secs
eventLastTimeSent.2258 = 0 secs
eventLastTimeSent.2259 = 0 secs
eventLastTimeSent.2260 = 0 secs
eventLastTimeSent.2261 = 0 secs
eventLastTimeSent.2262 = 0 secs
eventLastTimeSent.2263 = 0 secs
eventLastTimeSent.2264 = 0 secs
eventLastTimeSent.2265 = 0 secs
eventLastTimeSent.2266 = 0 secs
eventLastTimeSent.2267 = 0 secs
eventLastTimeSent.2268 = 0 secs
eventLastTimeSent.2269 = 0 secs
eventLastTimeSent.2270 = 0 secs
eventLastTimeSent.2271 = 0 secs
eventLastTimeSent.2272 = 0 secs
eventLastTimeSent.2273 = 0 secs
eventLastTimeSent.2274 = 0 secs
eventLastTimeSent.2275 = 0 secs
eventLastTimeSent.2276 = 0 secs
eventLastTimeSent.2277 = 0 secs
eventLastTimeSent.2278 = 0 secs
eventLastTimeSent.2279 = 0 secs
eventLastTimeSent.2280 = 0 secs
eventLastTimeSent.2281 = 0 secs
eventLastTimeSent.2282 = 0 secs
eventLastTimeSent.2283 = 0 secs
eventLastTimeSent.2284 = 0 secs
eventLastTimeSent.2285 = 0 secs
eventLastTimeSent.2286 = 0 secs
eventLastTimeSent.2287 = 0 secs
eventLastTimeSent.2288 = 0 secs
eventLastTimeSent.2289 = 0 secs
eventLastTimeSent.2290 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2291 = 0 secs
eventLastTimeSent.2292 = 0 secs
eventLastTimeSent.2293 = 0 secs
eventLastTimeSent.2294 = 0 secs
eventLastTimeSent.2295 = 0 secs
eventLastTimeSent.2296 = 0 secs
eventLastTimeSent.2297 = 0 secs
eventLastTimeSent.2298 = 0 secs
eventLastTimeSent.2299 = 0 secs
eventLastTimeSent.2300 = 0 secs
eventLastTimeSent.2301 = 0 secs
eventLastTimeSent.2302 = 0 secs
eventLastTimeSent.2303 = 0 secs
eventLastTimeSent.2304 = 0 secs
eventLastTimeSent.2305 = 0 secs
eventLastTimeSent.2306 = 0 secs
eventLastTimeSent.2307 = 0 secs
eventLastTimeSent.2308 = 0 secs
eventLastTimeSent.2309 = 0 secs
eventLastTimeSent.2310 = 0 secs
eventLastTimeSent.2311 = 0 secs
eventLastTimeSent.2312 = 0 secs
eventLastTimeSent.2313 = 0 secs
eventLastTimeSent.2314 = 0 secs
eventLastTimeSent.2315 = 0 secs
eventLastTimeSent.2316 = 0 secs
eventLastTimeSent.2317 = 0 secs
eventLastTimeSent.2318 = 0 secs
eventLastTimeSent.2319 = 0 secs
eventLastTimeSent.2320 = 0 secs
eventLastTimeSent.2321 = 0 secs
eventLastTimeSent.2322 = 0 secs
eventLastTimeSent.2323 = 0 secs
eventLastTimeSent.2324 = 0 secs
eventLastTimeSent.2325 = 0 secs
eventLastTimeSent.2326 = 0 secs
eventLastTimeSent.2327 = 0 secs
eventLastTimeSent.2328 = 0 secs
eventLastTimeSent.2329 = 0 secs
eventLastTimeSent.2330 = 0 secs
eventLastTimeSent.2331 = 0 secs
eventLastTimeSent.2332 = 0 secs
eventLastTimeSent.2333 = 0 secs
eventLastTimeSent.2334 = 0 secs
eventLastTimeSent.2335 = 0 secs
eventLastTimeSent.2336 = 0 secs
eventLastTimeSent.2337 = 0 secs
eventLastTimeSent.2338 = 0 secs
eventLastTimeSent.2339 = 0 secs
eventLastTimeSent.2340 = 0 secs
eventLastTimeSent.2341 = 0 secs
eventLastTimeSent.2342 = 0 secs
eventLastTimeSent.2343 = 0 secs
eventLastTimeSent.2344 = 0 secs
eventLastTimeSent.2345 = 0 secs
eventLastTimeSent.2346 = 0 secs
eventLastTimeSent.2347 = 0 secs
eventLastTimeSent.2348 = 0 secs
eventLastTimeSent.2349 = 0 secs
eventLastTimeSent.2350 = 0 secs
eventLastTimeSent.2351 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2352 = 0 secs
eventLastTimeSent.2353 = 0 secs
eventLastTimeSent.2354 = 0 secs
eventLastTimeSent.2355 = 0 secs
eventLastTimeSent.2356 = 0 secs
eventLastTimeSent.2357 = 0 secs
eventLastTimeSent.2358 = 0 secs
eventLastTimeSent.2359 = 0 secs
eventLastTimeSent.2360 = 0 secs
eventLastTimeSent.2361 = 0 secs
eventLastTimeSent.2362 = 0 secs
eventLastTimeSent.2363 = 0 secs
eventLastTimeSent.2364 = 0 secs
eventLastTimeSent.2365 = 0 secs
eventLastTimeSent.2366 = 0 secs
eventLastTimeSent.2367 = 0 secs
eventLastTimeSent.2368 = 0 secs
eventLastTimeSent.2369 = 0 secs
eventLastTimeSent.2370 = 0 secs
eventLastTimeSent.2371 = 0 secs
eventLastTimeSent.2372 = 0 secs
eventLastTimeSent.2373 = 0 secs
eventLastTimeSent.2374 = 0 secs
eventLastTimeSent.2375 = 0 secs
eventLastTimeSent.2376 = 0 secs
eventLastTimeSent.2377 = 0 secs
eventLastTimeSent.2378 = 0 secs
eventLastTimeSent.2379 = 0 secs
eventLastTimeSent.2380 = 0 secs
eventLastTimeSent.2381 = 0 secs
eventLastTimeSent.2382 = 0 secs
eventLastTimeSent.2383 = 0 secs
eventLastTimeSent.2384 = 0 secs
eventLastTimeSent.2385 = 0 secs
eventLastTimeSent.2386 = 0 secs
eventLastTimeSent.2387 = 0 secs
eventLastTimeSent.2388 = 0 secs
eventLastTimeSent.2389 = 0 secs
eventLastTimeSent.2390 = 0 secs
eventLastTimeSent.2391 = 0 secs
eventLastTimeSent.2392 = 0 secs
eventLastTimeSent.2393 = 0 secs
eventLastTimeSent.2394 = 0 secs
eventLastTimeSent.2395 = 0 secs
eventLastTimeSent.2396 = 0 secs
eventLastTimeSent.2397 = 0 secs
eventLastTimeSent.2398 = 0 secs
eventLastTimeSent.2399 = 0 secs
eventLastTimeSent.2400 = 0 secs
eventLastTimeSent.2401 = 0 secs
eventLastTimeSent.2402 = 0 secs
eventLastTimeSent.2403 = 0 secs
eventLastTimeSent.2404 = 0 secs
eventLastTimeSent.2405 = 0 secs
eventLastTimeSent.2406 = 0 secs
eventLastTimeSent.2407 = 0 secs
eventLastTimeSent.2408 = 0 secs
eventLastTimeSent.2409 = 0 secs
eventLastTimeSent.2410 = 0 secs
eventLastTimeSent.2411 = 0 secs
eventLastTimeSent.2412 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2413 = 0 secs
eventLastTimeSent.2414 = 0 secs
eventLastTimeSent.2415 = 0 secs
eventLastTimeSent.2416 = 0 secs
eventLastTimeSent.2417 = 0 secs
eventLastTimeSent.2418 = 0 secs
eventLastTimeSent.2419 = 0 secs
eventLastTimeSent.2420 = 0 secs
eventLastTimeSent.2421 = 0 secs
eventLastTimeSent.2422 = 0 secs
eventLastTimeSent.2423 = 0 secs
eventLastTimeSent.2424 = 0 secs
eventLastTimeSent.2425 = 0 secs
eventLastTimeSent.2426 = 0 secs
eventLastTimeSent.2427 = 0 secs
eventLastTimeSent.2428 = 0 secs
eventLastTimeSent.2429 = 0 secs
eventLastTimeSent.2430 = 0 secs
eventLastTimeSent.2431 = 0 secs
eventLastTimeSent.2432 = 0 secs
eventLastTimeSent.2433 = 0 secs
eventLastTimeSent.2434 = 0 secs
eventLastTimeSent.2435 = 0 secs
eventLastTimeSent.2436 = 0 secs
eventLastTimeSent.2437 = 0 secs
eventLastTimeSent.2438 = 0 secs
eventLastTimeSent.2439 = 0 secs
eventLastTimeSent.2440 = 0 secs
eventLastTimeSent.2441 = 0 secs
eventLastTimeSent.2442 = 0 secs
eventLastTimeSent.2443 = 0 secs
eventLastTimeSent.2444 = 0 secs
eventLastTimeSent.2445 = 0 secs
eventLastTimeSent.2446 = 0 secs
eventLastTimeSent.2447 = 0 secs
eventLastTimeSent.2448 = 0 secs
eventLastTimeSent.2449 = 0 secs
eventLastTimeSent.2450 = 0 secs
eventLastTimeSent.2451 = 0 secs
eventLastTimeSent.2452 = 0 secs
eventLastTimeSent.2453 = 0 secs
eventLastTimeSent.2454 = 0 secs
eventLastTimeSent.2455 = 0 secs
eventLastTimeSent.2456 = 0 secs
eventLastTimeSent.2457 = 0 secs
eventLastTimeSent.2458 = 0 secs
eventLastTimeSent.2459 = 0 secs
eventLastTimeSent.2460 = 0 secs
eventLastTimeSent.2461 = 0 secs
eventLastTimeSent.2462 = 0 secs
eventLastTimeSent.2463 = 0 secs
eventLastTimeSent.2464 = 0 secs
eventLastTimeSent.2465 = 0 secs
eventLastTimeSent.2466 = 0 secs
eventLastTimeSent.2467 = 0 secs
eventLastTimeSent.2468 = 0 secs
eventLastTimeSent.2469 = 0 secs
eventLastTimeSent.2470 = 0 secs
eventLastTimeSent.2471 = 0 secs
eventLastTimeSent.2472 = 0 secs
eventLastTimeSent.2473 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2474 = 0 secs
eventLastTimeSent.2475 = 0 secs
eventLastTimeSent.2476 = 0 secs
eventLastTimeSent.2477 = 0 secs
eventLastTimeSent.2478 = 0 secs
eventLastTimeSent.2479 = 0 secs
eventLastTimeSent.2480 = 0 secs
eventLastTimeSent.2481 = 0 secs
eventLastTimeSent.2482 = 0 secs
eventLastTimeSent.2483 = 0 secs
eventLastTimeSent.2484 = 0 secs
eventLastTimeSent.2485 = 0 secs
eventLastTimeSent.2486 = 0 secs
eventLastTimeSent.2487 = 0 secs
eventLastTimeSent.2488 = 0 secs
eventLastTimeSent.2489 = 0 secs
eventLastTimeSent.2490 = 0 secs
eventLastTimeSent.2491 = 0 secs
eventLastTimeSent.2492 = 0 secs
eventLastTimeSent.2493 = 0 secs
eventLastTimeSent.2494 = 0 secs
eventLastTimeSent.2495 = 0 secs
eventLastTimeSent.2496 = 0 secs
eventLastTimeSent.2497 = 0 secs
eventLastTimeSent.2498 = 0 secs
eventLastTimeSent.2499 = 0 secs
eventLastTimeSent.2500 = 0 secs
eventLastTimeSent.2501 = 0 secs
eventLastTimeSent.2502 = 0 secs
eventLastTimeSent.2503 = 0 secs
eventLastTimeSent.2504 = 0 secs
eventLastTimeSent.2505 = 0 secs
eventLastTimeSent.2506 = 0 secs
eventLastTimeSent.2507 = 0 secs
eventLastTimeSent.2508 = 0 secs
eventLastTimeSent.2509 = 0 secs
eventLastTimeSent.2510 = 0 secs
eventLastTimeSent.2511 = 0 secs
eventLastTimeSent.2512 = 0 secs
eventLastTimeSent.2513 = 0 secs
eventLastTimeSent.2514 = 0 secs
eventLastTimeSent.2515 = 0 secs
eventLastTimeSent.2516 = 0 secs
eventLastTimeSent.2517 = 0 secs
eventLastTimeSent.2518 = 0 secs
eventLastTimeSent.2519 = 0 secs
eventLastTimeSent.2520 = 0 secs
eventLastTimeSent.2521 = 0 secs
eventLastTimeSent.2522 = 0 secs
eventLastTimeSent.2523 = 0 secs
eventLastTimeSent.2524 = 0 secs
eventLastTimeSent.2525 = 0 secs
eventLastTimeSent.2526 = 0 secs
eventLastTimeSent.2527 = 0 secs
eventLastTimeSent.2528 = 0 secs
eventLastTimeSent.2529 = 0 secs
eventLastTimeSent.2530 = 0 secs
eventLastTimeSent.2531 = 0 secs
eventLastTimeSent.2532 = 0 secs
eventLastTimeSent.2533 = 0 secs
eventLastTimeSent.2534 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2535 = 0 secs
eventLastTimeSent.2536 = 0 secs
eventLastTimeSent.2537 = 0 secs
eventLastTimeSent.2538 = 0 secs
eventLastTimeSent.2539 = 0 secs
eventLastTimeSent.2540 = 0 secs
eventLastTimeSent.2541 = 0 secs
eventLastTimeSent.2542 = 0 secs
eventLastTimeSent.2543 = 0 secs
eventLastTimeSent.2544 = 0 secs
eventLastTimeSent.2545 = 0 secs
eventLastTimeSent.2546 = 0 secs
eventLastTimeSent.2547 = 0 secs
eventLastTimeSent.2548 = 0 secs
eventLastTimeSent.2549 = 0 secs
eventLastTimeSent.2550 = 0 secs
eventLastTimeSent.2551 = 0 secs
eventLastTimeSent.2552 = 0 secs
eventLastTimeSent.2553 = 0 secs
eventLastTimeSent.2554 = 0 secs
eventLastTimeSent.2555 = 0 secs
eventLastTimeSent.2556 = 0 secs
eventLastTimeSent.2557 = 0 secs
eventLastTimeSent.2558 = 0 secs
eventLastTimeSent.2559 = 0 secs
eventLastTimeSent.2560 = 0 secs
eventLastTimeSent.2561 = 0 secs
eventLastTimeSent.2562 = 0 secs
eventLastTimeSent.2563 = 0 secs
eventLastTimeSent.2564 = 0 secs
eventLastTimeSent.2565 = 0 secs
eventLastTimeSent.2566 = 0 secs
eventLastTimeSent.2567 = 0 secs
eventLastTimeSent.2568 = 0 secs
eventLastTimeSent.2569 = 0 secs
eventLastTimeSent.2570 = 0 secs
eventLastTimeSent.2571 = 0 secs
eventLastTimeSent.2572 = 0 secs
eventLastTimeSent.2573 = 0 secs
eventLastTimeSent.2574 = 0 secs
eventLastTimeSent.2575 = 0 secs
eventLastTimeSent.2576 = 0 secs
eventLastTimeSent.2577 = 0 secs
eventLastTimeSent.2578 = 0 secs
eventLastTimeSent.2579 = 0 secs
eventLastTimeSent.2580 = 0 secs
eventLastTimeSent.2581 = 0 secs
eventLastTimeSent.2582 = 0 secs
eventLastTimeSent.2583 = 0 secs
eventLastTimeSent.2584 = 0 secs
eventLastTimeSent.2585 = 0 secs
eventLastTimeSent.2586 = 0 secs
eventLastTimeSent.2587 = 0 secs
eventLastTimeSent.2588 = 0 secs
eventLastTimeSent.2589 = 0 secs
eventLastTimeSent.2590 = 0 secs
eventLastTimeSent.2591 = 0 secs
eventLastTimeSent.2592 = 0 secs
eventLastTimeSent.2593 = 0 secs
eventLastTimeSent.2594 = 0 secs
eventLastTimeSent.2595 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2596 = 0 secs
eventLastTimeSent.2597 = 0 secs
eventLastTimeSent.2598 = 0 secs
eventLastTimeSent.2599 = 0 secs
eventLastTimeSent.2600 = 0 secs
eventLastTimeSent.2601 = 0 secs
eventLastTimeSent.2602 = 0 secs
eventLastTimeSent.2603 = 0 secs
eventLastTimeSent.2604 = 0 secs
eventLastTimeSent.2605 = 0 secs
eventLastTimeSent.2606 = 0 secs
eventLastTimeSent.2607 = 0 secs
eventLastTimeSent.2608 = 0 secs
eventLastTimeSent.2609 = 0 secs
eventLastTimeSent.2610 = 0 secs
eventLastTimeSent.2611 = 0 secs
eventLastTimeSent.2612 = 0 secs
eventLastTimeSent.2613 = 0 secs
eventLastTimeSent.2614 = 0 secs
eventLastTimeSent.2615 = 0 secs
eventLastTimeSent.2616 = 0 secs
eventLastTimeSent.2617 = 0 secs
eventLastTimeSent.2618 = 0 secs
eventLastTimeSent.2619 = 0 secs
eventLastTimeSent.2620 = 0 secs
eventLastTimeSent.2621 = 0 secs
eventLastTimeSent.2622 = 0 secs
eventLastTimeSent.2623 = 0 secs
eventLastTimeSent.2624 = 0 secs
eventLastTimeSent.2625 = 0 secs
eventLastTimeSent.2626 = 0 secs
eventLastTimeSent.2627 = 0 secs
eventLastTimeSent.2628 = 0 secs
eventLastTimeSent.2629 = 0 secs
eventLastTimeSent.2630 = 0 secs
eventLastTimeSent.2631 = 57 days
eventLastTimeSent.2632 = 0 secs
eventLastTimeSent.2633 = 7 secs
eventLastTimeSent.2634 = 0 secs
eventLastTimeSent.2635 = 0 secs
eventLastTimeSent.2636 = 0 secs
eventLastTimeSent.2637 = 7 secs
eventLastTimeSent.2638 = 7 secs
eventLastTimeSent.2639 = 0 secs
eventLastTimeSent.2640 = 0 secs
eventLastTimeSent.2641 = 0 secs
eventLastTimeSent.2642 = 0 secs
eventLastTimeSent.2643 = 0 secs
eventLastTimeSent.2644 = 0 secs
eventLastTimeSent.2645 = 0 secs
eventLastTimeSent.2646 = 0 secs
eventLastTimeSent.2647 = 0 secs
eventLastTimeSent.2648 = 0 secs
eventLastTimeSent.2649 = 0 secs
eventLastTimeSent.2650 = 0 secs
eventLastTimeSent.2651 = 0 secs
eventLastTimeSent.2652 = 0 secs
eventLastTimeSent.2653 = 0 secs
eventLastTimeSent.2654 = 0 secs
eventLastTimeSent.2655 = 0 secs
eventLastTimeSent.2656 = 0 secs
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1HeventLastTimeSent.2657 = 0 secs
eventLastTimeSent.2658 = 0 secs
eventLastTimeSent.2659 = 0 secs
eventLastTimeSent.2660 = 0 secs
eventLastTimeSent.2661 = 0 secs
